food_name,source,serving_size_g,calories,protein_g,carb_g,fat_g,notes,calcium_mg,iron_mg
魚肉鬆,食藥署台灣食品成分資料庫,100,469.8,28.2,43.8,20.2,加工調理食品及其他類；每100g；食藥署標示值,133,4
旗魚鬆,食藥署台灣食品成分資料庫,100,480.9,31.3,37.4,22.9,加工調理食品及其他類；每100g；食藥署標示值,454,4.2
鮭魚鬆,食藥署台灣食品成分資料庫,100,451.8,29.0,35.3,21.6,加工調理食品及其他類；每100g；食藥署標示值,257,3
香筍鮪魚罐頭,食藥署台灣食品成分資料庫,100,257.7,10.0,0.9,24.1,加工調理食品及其他類；每100g；食藥署標示值,13,1.2
茄汁鯖魚罐頭,食藥署台灣食品成分資料庫,100,114.8,17.6,2.8,3.8,加工調理食品及其他類；每100g；食藥署標示值,246,2
蒜味甘扁桃仁,食藥署台灣食品成分資料庫,100,629.5,23.3,18.0,53.6,加工調理食品及其他類；每100g；食藥署標示值,287,3.7
杏仁霜,食藥署台灣食品成分資料庫,100,544.8,9.7,47.1,36.4,加工調理食品及其他類；每100g；食藥署標示值,109,1.2
蜜汁松子仁,食藥署台灣食品成分資料庫,100,689.0,14.9,19.0,62.4,加工調理食品及其他類；每100g；食藥署標示值,15,5.6
鹽酥夏威夷豆,食藥署台灣食品成分資料庫,100,761.8,9.4,12.0,76.3,加工調理食品及其他類；每100g；食藥署標示值,53,2.7
甜核桃,食藥署台灣食品成分資料庫,100,711.1,14.4,14.7,67.4,加工調理食品及其他類；每100g；食藥署標示值,96,3.1
糖炒栗子,食藥署台灣食品成分資料庫,100,197.7,4.2,46.3,0.8,加工調理食品及其他類；每100g；食藥署標示值,30,1.1
蜜汁腰果,食藥署台灣食品成分資料庫,100,595.7,17.6,34.3,43.6,加工調理食品及其他類；每100g；食藥署標示值,46,5.7
玉桂西瓜子,食藥署台灣食品成分資料庫,100,496.2,31.1,23.8,34.4,加工調理食品及其他類；每100g；食藥署標示值,47,8
醬油西瓜子,食藥署台灣食品成分資料庫,100,525.2,29.5,22.5,37.7,加工調理食品及其他類；每100g；食藥署標示值,87,7.5
鹽酥帶殼花生(熟),食藥署台灣食品成分資料庫,100,550.1,28.2,28.1,38.1,加工調理食品及其他類；每100g；食藥署標示值,78,2.7
醃漬花生仁,食藥署台灣食品成分資料庫,100,288.0,10.6,2.9,26.0,加工調理食品及其他類；每100g；食藥署標示值,,
糖漬花生仁,食藥署台灣食品成分資料庫,100,373.4,14.2,28.8,23.3,加工調理食品及其他類；每100g；食藥署標示值,43,1.3
油炸花生仁,食藥署台灣食品成分資料庫,100,609.4,28.9,18.0,48.4,加工調理食品及其他類；每100g；食藥署標示值,73,1.6
蛋酥花生仁,食藥署台灣食品成分資料庫,100,591.7,21.1,31.8,43.8,加工調理食品及其他類；每100g；食藥署標示值,56,0.5
鹽酥花生仁,食藥署台灣食品成分資料庫,100,536.7,28.8,29.6,35.9,加工調理食品及其他類；每100g；食藥署標示值,76,5.7
調味南瓜子(去殼),食藥署台灣食品成分資料庫,100,590.2,30.4,13.5,47.9,加工調理食品及其他類；每100g；食藥署標示值,53,8.5
調味南瓜子(帶殼),食藥署台灣食品成分資料庫,100,594.3,25.9,19.5,47.2,加工調理食品及其他類；每100g；食藥署標示值,49,10.5
甘草葵瓜子(帶殼),食藥署台灣食品成分資料庫,100,524.1,26.8,25.8,39.3,加工調理食品及其他類；每100g；食藥署標示值,45,8.6
鹽酥葵瓜子(帶殼),食藥署台灣食品成分資料庫,100,602.3,25.9,17.8,49.3,加工調理食品及其他類；每100g；食藥署標示值,140,7.4
糖漬蓮子,食藥署台灣食品成分資料庫,100,223.3,5.7,51.4,0.1,加工調理食品及其他類；每100g；食藥署標示值,54,1.1
烤雞,食藥署台灣食品成分資料庫,100,232.9,22.8,3.6,14.2,加工調理食品及其他類；每100g；食藥署標示值,5,1.1
冷凍烤雞翅,食藥署台灣食品成分資料庫,100,217.4,18.8,3.6,14.2,加工調理食品及其他類；每100g；食藥署標示值,14,0.8
鴨賞,食藥署台灣食品成分資料庫,100,304.0,31.1,5.3,17.6,加工調理食品及其他類；每100g；食藥署標示值,26,4.2
茶鵝,食藥署台灣食品成分資料庫,100,351.9,15.6,0.0,32.5,加工調理食品及其他類；每100g；食藥署標示值,8,2.4
熟鵝腿肉,食藥署台灣食品成分資料庫,100,284.8,18.5,0.0,23.6,加工調理食品及其他類；每100g；食藥署標示值,5,14
鯊魚煙,食藥署台灣食品成分資料庫,100,68.0,22.3,0.0,0.4,加工調理食品及其他類；每100g；食藥署標示值,10,0
日本鰻鱺魚片(蒲燒),食藥署台灣食品成分資料庫,100,272.2,25.0,0.9,18.7,加工調理食品及其他類；每100g；食藥署標示值,233,1.1
鹽漬小鱗脂眼鯡(鹹馧仔),食藥署台灣食品成分資料庫,100,223.8,17.4,0.3,17.0,加工調理食品及其他類；每100g；食藥署標示值,19,1.1
鯖魚(醃製),食藥署台灣食品成分資料庫,100,280.8,14.9,1.3,24.0,加工調理食品及其他類；每100g；食藥署標示值,32,1.4
鯖魚(醃製)(2022年取樣),食藥署台灣食品成分資料庫,100,296.5,17.0,9.8,21.0,加工調理食品及其他類；每100g；食藥署標示值,22,0.9
毛鱗魚(柳葉魚)(裹粉未炸),食藥署台灣食品成分資料庫,100,170.1,12.9,19.0,4.9,加工調理食品及其他類；每100g；食藥署標示值,122,0.6
油魚卵(加工),食藥署台灣食品成分資料庫,100,416.3,46.6,0.0,27.3,加工調理食品及其他類；每100g；食藥署標示值,10,1.5
圓鱈魚卵(加工),食藥署台灣食品成分資料庫,100,84.4,11.2,0.0,4.4,加工調理食品及其他類；每100g；食藥署標示值,6,0.4
鯔魚卵(加工),食藥署台灣食品成分資料庫,100,297.3,36.6,18.7,8.5,加工調理食品及其他類；每100g；食藥署標示值,6,2.4
鯔魚卵(加工)(2022年取樣),食藥署台灣食品成分資料庫,100,431.2,38.9,4.4,28.7,加工調理食品及其他類；每100g；食藥署標示值,9,2.3
醃漬鮭魚卵,食藥署台灣食品成分資料庫,100,218.2,24.9,6.7,10.2,加工調理食品及其他類；每100g；食藥署標示值,47,1.9
香魚片,食藥署台灣食品成分資料庫,100,307.1,36.1,39.1,0.7,加工調理食品及其他類；每100g；食藥署標示值,55,1.5
龍蝦卵(調味),食藥署台灣食品成分資料庫,100,63.9,6.7,5.2,1.8,加工調理食品及其他類；每100g；食藥署標示值,13,0.2
蠑螺(加工),食藥署台灣食品成分資料庫,100,105.0,14.8,11.0,0.2,加工調理食品及其他類；每100g；食藥署標示值,64,5.4
鹹小卷,食藥署台灣食品成分資料庫,100,99.7,20.1,1.9,1.3,加工調理食品及其他類；每100g；食藥署標示值,120,0.7
沖泡濃湯(海鮮),食藥署台灣食品成分資料庫,100,345.3,11.2,62.0,6.9,加工調理食品及其他類；每100g；食藥署標示值,77,1.8
玉米濃湯調理包,食藥署台灣食品成分資料庫,100,363.8,4.4,74.7,5.9,加工調理食品及其他類；每100g；食藥署標示值,42,2.6
麥片沖泡包(三合一),食藥署台灣食品成分資料庫,100,404.5,11.0,74.3,7.5,加工調理食品及其他類；每100g；食藥署標示值,468,11.1
三合一麥片(野菜蘑菇),食藥署台灣食品成分資料庫,100,388.1,6.8,72.7,9.0,加工調理食品及其他類；每100g；食藥署標示值,1688,1.8
糙米麩,食藥署台灣食品成分資料庫,100,381.2,7.8,81.4,3.3,加工調理食品及其他類；每100g；食藥署標示值,17,1.9
麵茶粉,食藥署台灣食品成分資料庫,100,417.6,7.2,82.9,7.0,加工調理食品及其他類；每100g；食藥署標示值,16,0.8
植物燕麥奶粉(營養強化),食藥署台灣食品成分資料庫,100,430.4,11.9,67.5,13.2,加工調理食品及其他類；每100g；食藥署標示值,1142,5.3
杏仁茶沖泡包,食藥署台灣食品成分資料庫,100,397.9,3.5,84.7,5.2,加工調理食品及其他類；每100g；食藥署標示值,83,0.8
芝麻糊沖泡包,食藥署台灣食品成分資料庫,100,450.0,9.3,70.7,15.4,加工調理食品及其他類；每100g；食藥署標示值,509,8.7
綜合堅果穀物沖泡包,食藥署台灣食品成分資料庫,100,436.3,13.3,65.4,15.4,加工調理食品及其他類；每100g；食藥署標示值,351,7.5
寒天脆藻,食藥署台灣食品成分資料庫,100,8.3,0.0,2.5,0.0,加工調理食品及其他類；每100g；食藥署標示值,35,0.2
生啤酒,食藥署台灣食品成分資料庫,100,49.5,0.4,8.2,0.0,加工調理食品及其他類；每100g；食藥署標示值,1,0
陳年紹興酒,食藥署台灣食品成分資料庫,100,133.1,1.8,19.1,0.0,加工調理食品及其他類；每100g；食藥署標示值,1,0.2
白葡萄酒,食藥署台灣食品成分資料庫,100,90.3,0.1,14.2,0.0,加工調理食品及其他類；每100g；食藥署標示值,6,0.6
紅葡萄酒,食藥署台灣食品成分資料庫,100,92.6,0.1,14.8,0.0,加工調理食品及其他類；每100g；食藥署標示值,6,0.5
雞精,食藥署台灣食品成分資料庫,100,34.1,8.6,0.0,0.0,加工調理食品及其他類；每100g；食藥署標示值,2,0.1
PUDDING TIME雞蛋布丁,Hi-Life,100,146,4,15,9,雞蛋布丁；每杯100g；標示值,,
ALPRON PRO肌酸,ALPRON,3,11,2.6,0,0,クレアチンモノハイドレート；每3g；標示值,,
統一有機燕麥片,統一生機,50,184,6.5,34,3.4,有機大燕麥片；每50g；標示值,,
有機奇亞籽,統一生機,20,84.9,4,8.2,5.8,有機奇亞籽；每20g；標示值,,
林鳳營鮮奶優格,林鳳營,100,62,3.2,3.8,3.8,鮮奶優格；每100g；標示值,,
Hi-Life鮮奶油布蕾,Hi-Life,150,175,3.3,24.9,6.9,Crème Brûlée；150g整杯；標示值,,
統一陽光無加糖高纖豆漿,統一,400,167.4,15.0,14.0,7.6,每盒400ml；無加糖；菊苣纖維8.5g；標示值,,
福樂頂級希臘式優酪,福樂Foremost,135,116,7.3,8.8,5.7,每杯135g；糖8.6g；鈣182mg；希臘式；標示值,,
FamilyMart美式雞丁餐盒,全家FamilyMart,380,486,26.6,63.1,14.1,健康志向系列；運動營養師楊承樺監製；標示值,,
福樂超能蛋白營養牛乳,福樂,375,207,21.4,27.8,1.1,鮮莓口味，375mL,,
屏榮雞肉青醬即食包,屏榮食品,134,221,10.7,26.3,8.2,134g/包，含糖9.4g,,
青檸烤雞握沙拉,全家,134,221,10.7,26.3,8.2,134g/包，含糖9.4g,,
兩種芒果切盤,全家FamilyMart,160,83.5,1.0,19.2,0.3,愛文＋金煌，截切，糖7g/份,,
燻香和早古雞腿排,全家FamilyMart/Kingrich,120,135.9,28.1,4.3,0.7,冷藏即食，燻烤雞腿排,,
經典火腿玉米蛋三明治,全家FamilyMart,69,168,8.6,13.5,8.8,洪瑞珍；每包1份69g,,
Subway 嫩切雞肉,Subway,207.0,300.0,20.0,41.0,6.3,6吋潛艇堡；Sliced Chicken；官網標示值,,
Subway 照燒雞肉,Subway,257.0,362.0,27.0,46.0,7.3,6吋潛艇堡；Chicken Teriyaki；官網標示值,,
Subway 鮮嫩雞柳,Subway,229.0,324.0,25.0,39.0,7.1,6吋潛艇堡；Chicken Strips；官網標示值,,
Subway 香烤雞肉,Subway,232.0,331.0,23.0,41.0,8.0,6吋潛艇堡；Roasted Chicken Breast；官網標示值,,
Subway 火腿,Subway,221.0,317.0,19.0,44.0,7.3,6吋潛艇堡；Ham；官網標示值,,
Subway 義大利牛肉丸,Subway,255.0,383.0,20.0,47.0,11.7,6吋潛艇堡；Italian Meatballs；官網標示值,,
Subway 燒烤牛肉,Subway,224.0,346.0,21.0,40.0,7.1,6吋潛艇堡；Roast Beef；官網標示值,,
Subway 墨西哥辣牛,Subway,211.0,320.0,17.0,42.0,8.9,6吋潛艇堡；Taco Beef；官網標示值,,
Subway 義大利經典,Subway,229.0,409.0,22.0,42.0,16.7,6吋潛艇堡；Italian B.M.TTM；官網標示值,,
Subway 百味俱樂部,Subway,226.0,325.0,21.0,41.0,7.1,6吋潛艇堡；Subway ClubTM；官網標示值,,
Subway 哈燒起司總匯,Subway,211.0,321.0,18.0,42.0,8.6,6吋潛艇堡；Subway MeltTM；官網標示值,,
Subway 鮪魚,Subway,239.0,507.0,22.0,39.0,29.1,6吋潛艇堡；Tuna；官網標示值,,
Subway 蛋沙拉,Subway,225.0,421.0,17.0,41.0,20.7,6吋潛艇堡；Egg Mayo；官網標示值,,
Subway 素食蔬菜,Subway,165.0,250.0,10.0,39.0,5.7,6吋潛艇堡；Veggie DelightTM；官網標示值,,
Subway 厚切嫩牛,Subway,236.0,366.0,26.0,40.0,10.6,6吋潛艇堡；Diced Beef；官網標示值,,
Subway 鷹嘴豆泥餅,Subway,240.0,425.0,16.0,58.0,13.2,6吋潛艇堡；Falafel；官網標示值,,
Subway 辣豆瓣嫩牛,Subway,270.0,460.0,29.0,49.0,15.2,6吋潛艇堡；Mala Beef；官網標示值,,
Subway 雙重起司厚牛,Subway,205.0,347.0,25.0,39.0,10.1,6吋潛艇堡；Double Cheese Steack；官網標示值,,
Subway 墨西哥手撕豬,Subway,205.0,321.0,16.0,39.0,10.0,6吋潛艇堡；Mexican Pulled Pork；官網標示值,,
Subway 起司蛋,Subway,125.0,276.0,15.0,37.0,7.6,早餐；Egg & Cheese；官網標示值,,
Subway 火腿起司蛋,Subway,153.0,309.0,19.0,39.0,8.4,早餐；Ham & Egg；官網標示值,,
Subway 厚切牛起司蛋,Subway,160.0,341.0,20.0,39.0,10.8,"早餐；Steak, Egg & Cheese；官網標示值",,
Subway 培根起司蛋,Subway,135.0,324.0,18.0,37.0,11.2,早餐；Bacon & Egg；官網標示值,,
Subway 嫩切雞肉 (3片),Subway,42.0,50.0,10.0,1.0,0.6,加量蛋白質；Chicken Sliced (3 slices)；官網標示值,,
Subway 嫩切雞肉 (1片),Subway,14.0,17.0,3.0,0.0,0.2,加量蛋白質；Chicken Sliced (1 slices)；官網標示值,,
Subway 火腿 (4片),Subway,56.0,67.0,8.0,4.0,1.7,加量蛋白質；Ham (4 slices)；官網標示值,,
Subway 火腿 (1片),Subway,14.0,17.0,2.0,1.0,0.4,加量蛋白質；Ham (1 slice)；官網標示值,,
Subway 培根 (1條),Subway,5.0,24.0,2.0,0.0,1.8,加量蛋白質；Bacon (1 strip)；官網標示值,,
Subway 燒烤牛肉 (3片/59g),Subway,59.0,96.0,11.0,1.0,1.4,加量蛋白質；Roast Beef (3 slices or 59g)；官網標示值,,
Subway 燒烤牛肉 (1片/19.5g),Subway,20.0,32.0,4.0,0.0,0.5,加量蛋白質；Roast Beef (1 slices or 19.5g)；官網標示值,,
Subway 義式煙燻臘腸 (1片),Subway,6.0,24.0,1.0,0.0,2.0,加量蛋白質；Salami (1 slice)；官網標示值,,
Subway 義式辣香腸 (1片),Subway,6.0,18.0,1.0,0.0,1.4,加量蛋白質；Pepperoni (1 slice)；官網標示值,,
Subway 蛋沙拉 (2球),Subway,60.0,171.0,6.5,2.3,15.1,加量蛋白質；Egg Mayo (2 scoops)；官網標示值,,
Subway 蛋沙拉 (1球),Subway,30.0,86.0,3.3,1.2,7.5,加量蛋白質；Egg Mayo (1 scoop)；官網標示值,,
Subway 嫩煎蛋 (1片),Subway,45.0,41.0,5.0,1.0,2.1,加量蛋白質；Egg Patty；官網標示值,,
Subway 酪梨泥 (1球),Subway,35.0,75.0,1.0,2.0,7.0,加量蛋白質；Avocado；官網標示值,,
Subway 英式切片起司 (2片),Subway,11.3,39.0,2.3,0.5,3.1,加量蛋白質；Old English Cheese (2 slices)；官網標示值,,
Subway 英式切片起司 (1片),Subway,6.0,20.0,1.0,0.0,1.7,加量蛋白質；Old English Cheese (1 slice)；官網標示值,,
Subway 切絲巧達起司,Subway,14.0,55.0,3.3,0.2,4.6,加量蛋白質；Shredded Cheddar Cheese；官網標示值,,
Subway 鷹嘴豆泥餅 (3顆),Subway,75.0,175.0,6.0,19.0,7.6,加量蛋白質；Falafel (3 pieces)；官網標示值,,
Subway 鷹嘴豆泥餅 (1顆),Subway,25.0,58.0,2.0,6.0,2.5,加量蛋白質；Falafel (1 piece)；官網標示值,,
Subway 白麵包,Subway,67.0,195.0,7.0,35.0,2.5,麵包；White；官網標示值,,
Subway 小麥麵包,Subway,69.0,195.0,8.0,35.0,2.1,麵包；Wheat；官網標示值,,
Subway 蜂蜜燕麥麵包,Subway,73.0,210.0,8.0,38.0,2.3,麵包；Honey Oat；官網標示值,,
Subway 巴馬乾酪麵包,Subway,70.0,206.0,8.0,37.0,2.7,麵包；Parmesan Oregano；官網標示值,,
Subway 火焰烤餅,Subway,86.5,258.0,9.3,44.0,4.8,麵包；Flatbread；官網標示值,,
Subway 菠菜捲餅,Subway,65.0,196.0,5.0,32.0,5.4,麵包；Spinach Wrap；官網標示值,,
Subway 墨西哥西南醬,Subway,14.0,66.0,0.0,1.0,6.7,醬料；Chipotle Southwest；官網標示值,,
Subway 黃芥末,Subway,14.0,9.0,1.0,1.0,0.6,醬料；Yellow Mustard；官網標示值,,
Subway 獨家秘方義大利番茄醬,Subway,14.0,10.0,0.0,2.0,0.2,醬料；Marinara；官網標示值,,
Subway 甜蔥醬,Subway,18.0,33.0,0.0,8.0,0.1,醬料；Sweet Onion；官網標示值,,
Subway 蜂蜜芥末醬,Subway,14.0,21.0,0.0,5.0,0.1,醬料；Honey Mustard；官網標示值,,
Subway 美乃滋,Subway,14.0,100.0,0.0,0.0,11.0,醬料；Mayonnaise；官網標示值,,
Subway 橄欖油,Subway,5.0,44.0,0.0,0.0,4.9,醬料；Olive Oil；官網標示值,,
Subway 紅酒醋,Subway,4.0,0.3,0.0,0.1,0.0,醬料；Red Wine Vinegar；官網標示值,,
Subway 義大利油醋醬,Subway,14.0,14.8,0.0,3.6,0.0,醬料；Italian Dressing；官網標示值,,
Subway 千島醬,Subway,14.0,36.7,0.2,3.0,2.7,醬料；Thousand Island；官網標示值,,
Subway 鄉村醬,Subway,21.3,74.0,0.1,3.7,6.5,醬料；Ranch；官網標示值,,
Subway 墨西哥辣椒起司醬,Subway,14.0,37.0,0.0,2.0,3.1,醬料；Jalapeno Cheese Sauce；官網標示值,,
Subway 生菜,Subway,21.0,3.0,0.0,0.4,0.0,蔬菜；Lettuce；官網標示值,,
Subway 番茄,Subway,35.0,6.0,0.0,1.0,0.1,蔬菜；Tomato；官網標示值,,
Subway 大黃瓜,Subway,14.0,2.0,0.0,1.0,0.0,蔬菜；Cucumber；官網標示值,,
Subway 洋蔥,Subway,7.0,3.0,0.0,1.0,0.0,蔬菜；Onion；官網標示值,,
Subway 青椒,Subway,7.0,1.0,0.0,0.3,0.0,蔬菜；Green Pepper；官網標示值,,
Subway 醃黃瓜,Subway,9.0,1.0,0.0,0.2,0.0,醃漬物；Pickle (3 slices)；官網標示值,,
Subway 黑橄欖,Subway,3.0,4.0,0.0,0.2,0.3,醃漬物；Olive (3 slices)；官網標示值,,
Subway 醃辣椒,Subway,4.0,2.0,0.0,0.2,0.0,醃漬物；Jalapeno (3 slices)；官網標示值,,
Subway 嫩雞沙拉捲餅,Subway,191.0,398.0,26.0,34.0,17.8,附餐；Chicken Strip Wrap；官網標示值,,
Subway 辣牛沙拉捲餅,Subway,173.0,394.0,18.0,37.0,19.7,附餐；Taco Beef Wrap；官網標示值,,
Subway 鷹嘴豆泥捲餅,Subway,162.0,398.0,12.0,35.0,23.8,附餐；Falafel Wrap；官網標示值,,
Subway 美式B.L.T.捲餅,Subway,191.0,534.0,15.0,46.0,31.4,附餐；B.L.T. Wrap；官網標示值,,
Subway 薯餅,Subway,53.0,115.0,1.4,12.0,6.7,附餐；Hash Brown；官網標示值,,
Subway 迷你沙拉,Subway,87.0,13.0,1.0,2.8,0.1,附餐；Veggie DelightTM(mini)；官網標示值,,
Subway 蘑菇濃湯,Subway,280.0,152.0,3.2,12.3,9.8,附餐；Mushroom Soup；官網標示值,,
Subway 白巧克力夏威夷豆,Subway,45.0,217.0,2.0,28.0,10.8,餅乾；White Chocolate Macadamia Nut Cookies；官網標示值,,
Subway 巧克力豆,Subway,45.0,220.0,2.0,30.0,10.4,餅乾；Chocolate Chip Cookie；官網標示值,,
Subway 濃巧克力,Subway,45.0,200.0,2.0,28.0,8.9,餅乾；Double Chocolate Chip Cookie；官網標示值,,
Subway 葡萄燕麥,Subway,45.0,187.0,2.0,28.0,7.6,餅乾；Oatmeal Raisin Cookie；官網標示值,,
Subway 奶油巧克力,Subway,45.0,165.0,1.6,20.2,8.7,餅乾；Cookie & Cream；官網標示值,,
Subway 橙皮可可餅乾,Subway,45.0,220.0,2.0,28.0,11.1,餅乾；Orange Chocolate Cookie；官網標示值,,
星巴克 莓果燕麥優格,星巴克台灣,220,286,8.8,40.9,9.7,糕點/水果沙拉；官網標示值,,
星巴克 鮮蔬沙拉杯,星巴克台灣,123,139,0.9,8.1,11.4,糕點/水果沙拉；官網標示值,,
星巴克 蜜桃果粒優格,星巴克台灣,130,124,6.4,16.5,3.6,糕點/水果沙拉；官網標示值,,
星巴克 軟法麵包,星巴克台灣,95,304,9.9,44.7,9.5,糕點/麵包；官網標示值,,
星巴克 法式可頌,星巴克台灣,45,203,3.8,20.3,11.8,糕點/麵包；官網標示值,,
星巴克 裸麥核果麵包,星巴克台灣,100,288,8.2,49.5,6.4,糕點/麵包；官網標示值,,
星巴克 藍莓果粒貝果,星巴克台灣,90,248,7.7,52.6,0.8,糕點/麵包；官網標示值,,
星巴克 雙起司軟歐麵包,星巴克台灣,104,322,10.0,43.9,11.9,糕點/麵包；官網標示值,,
星巴克 海鹽奶油捲,星巴克台灣,48,159,4.5,23.1,5.4,糕點/麵包；官網標示值,,
星巴克 蜂蜜牛奶麵包,星巴克台灣,80,290,7.8,39.1,11.3,糕點/麵包；官網標示值,,
星巴克 藍莓果粒起司麵包,星巴克台灣,70,208,6.7,29.7,6.9,糕點/麵包；官網標示值,,
星巴克 美式花生生吐司,星巴克台灣,75,279,7.1,36.3,11.7,糕點/麵包；官網標示值,,
星巴克 芋見奶油軟法,星巴克台灣,105,335,7.1,47.6,12.9,糕點/麵包；官網標示值,,
星巴克 巧克力丹麥捲,星巴克台灣,85,362,7.7,40.7,18.7,糕點/麵包；官網標示值,,
星巴克 藍莓馬芬,星巴克台灣,95,339,5.0,40.7,17.4,糕點/麵包；官網標示值,,
星巴克 開心果奶油鹽可頌,星巴克台灣,100,341,9.0,47.5,12.8,糕點/麵包；官網標示值,,
星巴克 經典核桃肉桂捲,星巴克台灣,100,424,8.0,48.2,22.1,糕點/麵包；官網標示值,,
星巴克 美式牛肉穀物堡,星巴克台灣,185,476,21.1,54.8,19.2,糕點/輕食三明治；官網標示值,,
星巴克 焗烤法式里肌三明治,星巴克台灣,130,352,16.9,36.1,15.5,糕點/輕食三明治；官網標示值,,
星巴克 煙燻牛肉起司軟法堡,星巴克台灣,110,271,17.6,35.2,6.6,糕點/輕食三明治；官網標示值,,
星巴克 里肌炒蛋丹麥堡,星巴克台灣,120,408,12.2,29.0,27.0,糕點/輕食三明治；官網標示值,,
星巴克 傑克辣雞軟法堡,星巴克台灣,115,258,14.0,33.8,7.4,糕點/輕食三明治；官網標示值,,
星巴克 義式青醬雞肉可頌堡,星巴克台灣,146,393,18.5,29.6,22.3,糕點/輕食三明治；官網標示值,,
星巴克 青醬雞肉起司捲餅,星巴克台灣,135,301,18.2,21.5,15.8,糕點/輕食三明治；官網標示值,,
星巴克 焗烤德腸櫛瓜三明治,星巴克台灣,125,328,15.4,31.3,15.6,糕點/輕食三明治；官網標示值,,
星巴克 辣炒牛肉起司長堡,星巴克台灣,180,463,19.4,59.4,16.4,糕點/輕食三明治；官網標示值,,
星巴克 舒肥雞肉蔬菜盅,星巴克台灣,310,384,24.2,52.1,8.7,糕點/輕食三明治；官網標示值,,
星巴克 起司牛肉可頌,星巴克台灣,95,388,11.0,27.6,25.9,糕點/輕食三明治；官網標示值,,
星巴克 起司里肌可頌,星巴克台灣,100,402,12.2,26.7,27.4,糕點/輕食三明治；官網標示值,,
星巴克 黑松露嫩蛋三明治,星巴克台灣,120,275,8.4,39.4,9.4,糕點/輕食三明治；官網標示值,,
星巴克 烤雞生吐司三明治,星巴克台灣,165,342,21.0,34.2,13.4,糕點/輕食三明治；官網標示值,,
星巴克 松露烤雞生義大利麵,星巴克台灣,340,509,23.8,65.3,17.0,糕點/輕食三明治；官網標示值,,
星巴克 溫野菜,星巴克台灣,280,302,8.7,49.3,7.8,糕點/輕食三明治；官網標示值,,
星巴克 經典總匯三明治,星巴克台灣,220,513,27.9,59.2,18.3,糕點/輕食三明治；官網標示值,,
星巴克 舒肥雞鮮蔬帕里尼,星巴克台灣,195,437,18.5,42.9,21.3,糕點/輕食三明治；官網標示值,,
星巴克 櫛瓜培根麥芬堡,星巴克台灣,120,262,11.9,22.2,14.0,糕點/輕食三明治；官網標示值,,
星巴克 義式卡布里帕里尼,星巴克台灣,120,244,13.4,33.7,6.2,糕點/輕食三明治；官網標示值,,
星巴克 炭燒肉片起司捲餅,星巴克台灣,123,359,13.2,25.8,22.6,糕點/輕食三明治；官網標示值,,
星巴克 草莓優格星蕨餅,星巴克台灣,60,120,0.8,22.2,3.1,糕點/甜點心；官網標示值,,
星巴克 紅豆抹茶燉乳星蕨餅,星巴克台灣,60,135,1.0,23.0,4.3,糕點/甜點心；官網標示值,,
星巴克 比利時巧克力棉花糖餅乾,星巴克台灣,60,300,3.5,36.7,15.5,糕點/甜點心；官網標示值,,
星巴克 布朗尼脆餅,星巴克台灣,65,354,7.5,31.4,22.0,糕點/甜點心；官網標示值,,
星巴克 開心果可麗露,星巴克台灣,50,172,3.4,29.6,4.4,糕點/甜點心；官網標示值,,
星巴克 比利時風格鬆餅,星巴克台灣,45,208,3.6,23.8,11.0,糕點/甜點心；官網標示值,,
星巴克 綜合堅果塔,星巴克台灣,38,212,5.6,17.7,13.1,糕點/甜點心；官網標示值,,
星巴克 可麗露,星巴克台灣,40,130,2.6,23.6,2.8,糕點/甜點心；官網標示值,,
星巴克 葡萄乾司康,星巴克台灣,110,424,9.1,60.9,16.0,糕點/甜點心；官網標示值,,
星巴克 伯爵柚香司康,星巴克台灣,90,349,8.5,49.7,12.9,糕點/甜點心；官網標示值,,
星巴克 焙茶柚香威風蛋糕,星巴克台灣,65,220,3.9,20.7,13.5,糕點/蛋糕；官網標示值,,
星巴克 柚香蜂蜜波士頓派,星巴克台灣,58,180,2.8,14.4,12.4,糕點/蛋糕；官網標示值,,
星巴克 蘋果焦糖布蕾蛋糕,星巴克台灣,115,333,5.1,26.5,22.9,糕點/蛋糕；官網標示值,,
星巴克 黑芝麻可可千層薄餅,星巴克台灣,100,308,6.3,23.8,20.9,糕點/蛋糕；官網標示值,,
星巴克 芒果生乳捲,星巴克台灣,100,221,4.2,25.3,11.4,糕點/蛋糕；官網標示值,,
星巴克 焦糖可可歐培拉,星巴克台灣,90,364,4.7,30.4,24.8,糕點/蛋糕；官網標示值,,
星巴克 香檸紅心芭樂戚風蛋糕,星巴克台灣,85,235,4.1,26.2,14.4,糕點/蛋糕；官網標示值,,
星巴克 香芋布蕾蛋糕,星巴克台灣,95,257,4.1,29.4,13.7,糕點/蛋糕；官網標示值,,
星巴克 草莓起司蛋糕,星巴克台灣,92,330,4.3,23.9,24.1,糕點/蛋糕；官網標示值,,
星巴克 巴斯克起司蛋糕,星巴克台灣,95,329,5.9,14.6,27.4,糕點/蛋糕；官網標示值,,
星巴克 經典咖啡松露生巧克力蛋糕,星巴克台灣,95,334,5.5,33.3,19.9,糕點/蛋糕；官網標示值,,
星巴克 櫻桃黑森林蛋糕,星巴克台灣,85,259,4.3,24.5,16.0,糕點/蛋糕；官網標示值,,
星巴克 經典法式千層薄餅,星巴克台灣,90,271,5.2,17.6,20.0,糕點/蛋糕；官網標示值,,
